地域,都道府県,市町村名,自然・人文,種別名称,資源名称,資源ランク,資源種類
北海道,北海道,新冠町,自然,山岳,幌尻岳,B,自然資源
北海道,北海道,東川町,自然,山岳,大雪山,S,自然資源
北海道,北海道,利尻富士町,自然,山岳,利尻山,A,自然資源
北海道,北海道,京極町,自然,山岳,羊蹄山,A,自然資源
北海道,北海道,森町/鹿部町,自然,山岳,駒ヶ岳,A,自然資源
北海道,北海道,美瑛町/上富良野町/他,自然,山岳,十勝岳連山,A,自然資源
北海道,北海道,斜里町,自然,山岳,斜里岳,A,自然資源
北海道,北海道,斜里町,自然,山岳,羅臼岳,B,自然資源
北海道,北海道,壮瞥町,自然,山岳,有珠山,B,自然資源
北海道,北海道,鹿追町,自然,山岳,然別火山群,B,自然資源
北海道,北海道,倶知安町,自然,山岳,ニセコアンヌプリ,B,自然資源
北海道,北海道,苫小牧市,自然,山岳,樽前山,B,自然資源
北海道,北海道,千歳市,自然,山岳,恵庭岳,B,自然資源
北海道,北海道,壮瞥町,自然,山岳,昭和新山,B,自然資源
北海道,北海道,弟子屈町,自然,山岳,アトサヌプリ火山群,B,自然資源
北海道,北海道,美瑛町/新得町,自然,山岳,トムラウシ山,B,自然資源
北海道,北海道,釧路市,自然,山岳,雌阿寒岳,B,自然資源
北海道,北海道,阿寒町,自然,山岳,雄阿寒岳,B,自然資源
北海道,北海道,増毛町,自然,山岳,暑寒別岳,B,自然資源
東北,青森,弘前市,自然,山岳,岩木山,A,自然資源
東北,青森,青森市,自然,山岳,八甲田山,A,自然資源
東北,岩手,八幡平市,自然,山岳,岩手山,A,自然資源
東北,岩手,宮古市,自然,山岳,早池峰山,B,自然資源
東北,山形,鶴岡市,自然,山岳,月山,A,自然資源
東北,山形,上山市/川崎町/他,自然,山岳,蔵王山,B,自然資源
東北,福島,猪苗代町,自然,山岳,磐梯山,B,自然資源
東北,福島,檜枝岐村,自然,山岳,燧ヶ岳,B,自然資源
東北,福島,北塩原村,自然,山岳,吾妻連峰,B,自然資源
東北,福島,檜枝岐村,自然,山岳,会津駒ケ岳,B,自然資源
東北,福島,猪苗代町,自然,山岳,安達太良連山,B,自然資源
北関東,茨城,つくば市,自然,山岳,筑波山,B,自然資源
北関東,栃木,日光市,自然,山岳,男体山,A,自然資源
北関東,栃木,日光市,自然,山岳,女峰山,B,自然資源
北関東,栃木,日光市,自然,山岳,太郎山,B,自然資源
北関東,栃木,塩谷町,自然,山岳,高原山,B,自然資源
北関東,群馬,沼田市,自然,山岳,赤城山,B,自然資源
北関東,群馬,東吾妻町,自然,山岳,榛名山,B,自然資源
北関東,群馬,みなかみ町,自然,山岳,朝日岳,B,自然資源
北陸,新潟,魚沼市,自然,山岳,平ヶ岳,B,自然資源
北関東,群馬,草津町,自然,山岳,白根山（草津白根山）,B,自然資源
北関東,群馬,みなかみ町/片品村/他,自然,山岳,武尊山,B,自然資源
北関東,群馬,みなかみ町,自然,山岳,至仏山,B,自然資源
北関東,群馬,富岡市/安中市,自然,山岳,妙義山,B,自然資源
南関東,埼玉,小鹿野町/秩父市,自然,山岳,両神山,B,自然資源
東京,東京,大島町,自然,山岳,三原山,B,自然資源
東京,東京,八丈町,自然,山岳,八丈富士,B,自然資源
東京,東京,三宅村,自然,山岳,雄山,B,自然資源
南関東,神奈川,箱根町,自然,山岳,箱根山,B,自然資源
南関東,神奈川,相模原市,自然,山岳,丹沢山塊,B,自然資源
南関東,神奈川,伊勢原市,自然,山岳,大山,B,自然資源
北陸,新潟,妙高市,自然,山岳,妙高山,A,自然資源
北陸,新潟,南魚沼市,自然,山岳,越後三山,B,自然資源
北陸,新潟,糸魚川市/妙高市,自然,山岳,焼山,B,自然資源
北陸,新潟,上越市,自然,山岳,米山,B,自然資源
北陸,新潟,長岡市,自然,山岳,弥彦山,B,自然資源
北陸,新潟,魚沼市/三条市,自然,山岳,守門岳,B,自然資源
北陸,新潟,魚沼市,自然,山岳,荒沢岳,B,自然資源
北陸,新潟,糸魚川市/妙高市,自然,山岳,火打山,B,自然資源
北陸,富山,立山町,自然,山岳,立山,S,自然資源
北陸,富山,上市町/立山町,自然,山岳,剱岳,A,自然資源
北陸,富山,富山市,自然,山岳,薬師岳,A,自然資源
北陸,富山,朝日町,自然,山岳,朝日岳,B,自然資源
北陸,富山,立山町/上市町,自然,山岳,大日岳,B,自然資源
東海,山梨,南アルプス市,自然,山岳,白峰三山,A,自然資源
東海,山梨,北杜市,自然,山岳,瑞牆山,B,自然資源
東海,山梨,韮崎市,自然,山岳,鳳凰三山,B,自然資源
東海,山梨,甲州市/丹波山村,自然,山岳,大菩薩嶺,B,自然資源
東海,山梨,甲斐市,自然,山岳,茅ケ岳,B,自然資源
東海,長野,松本市,自然,山岳,常念岳,A,自然資源
東海,長野,上松町/木曽町,自然,山岳,木曽駒ヶ岳・宝剣岳,A,自然資源
東海,長野,松本市,自然,山岳,焼岳,B,自然資源
東海,長野,大桑村,自然,山岳,空木岳,B,自然資源
東海,長野,長野市,自然,山岳,戸隠山,B,自然資源
東海,長野,茅野市/立科町,自然,山岳,蓼科山,B,自然資源
東海,長野,大町市,自然,山岳,鹿島槍ヶ岳,B,自然資源
東海,長野,白馬村/黒部市,自然,山岳,唐松岳,B,自然資源
東海,長野,黒部市,自然,山岳,五龍岳,B,自然資源
東海,長野,安曇野市,自然,山岳,燕岳,B,自然資源
東海,長野,安曇野市,自然,山岳,大天井岳,B,自然資源
東海,長野,大桑村,自然,山岳,南駒が岳,B,自然資源
東海,長野,信濃町,自然,山岳,黒姫山,B,自然資源
東海,長野,栄村,自然,山岳,鳥甲山,B,自然資源
東海,長野,山ノ内町,自然,山岳,岩菅山,B,自然資源
北陸,岐阜,高山市,自然,山岳,笠ヶ岳,B,自然資源
東海,静岡,東伊豆町,自然,山岳,天城山,B,自然資源
中国,兵庫,神戸市,自然,山岳,六甲山,B,自然資源
南関西,奈良,天川村,自然,山岳,大峰山,B,自然資源
中国,鳥取,大山町,自然,山岳,大山,A,自然資源
中国,島根,大田市,自然,山岳,三瓶山,B,自然資源
四国,徳島,三好市/那賀町,自然,山岳,剣山,B,自然資源
四国,愛媛,西条市/久万高原町,自然,山岳,石鎚山,B,自然資源
九州,長崎,島原市,自然,山岳,雲仙岳,B,自然資源
九州,熊本,高森町,自然,山岳,阿蘇山,S,自然資源
九州,大分,竹田市,自然,山岳,九重連山,B,自然資源
九州,大分,由布市,自然,山岳,由布岳,B,自然資源
九州,宮崎,高原町,自然,山岳,高千穂峰,B,自然資源
九州,鹿児島,屋久島町,自然,山岳,宮之浦岳,A,自然資源
九州,鹿児島,鹿児島市,自然,山岳,桜島,A,自然資源
九州,鹿児島,屋久島町,自然,山岳,永田岳,B,自然資源
九州,鹿児島,指宿市,自然,山岳,開聞岳,B,自然資源
北海道,北海道,根室市,自然,高原・湿原・原野,春国岱（根室）,B,自然資源
北海道,北海道,豊富町/幌延町,自然,高原・湿原・原野,サロベツ原野,A,自然資源
北海道,北海道,釧路市/標茶町/他,自然,高原・湿原・原野,釧路湿原,A,自然資源
北海道,北海道,浜中町,自然,高原・湿原・原野,霧多布湿原,A,自然資源
北海道,北海道,雨竜町,自然,高原・湿原・原野,雨竜沼湿原,A,自然資源
北海道,北海道,富良野市,自然,高原・湿原・原野,原始ケ原,B,自然資源
北海道,北海道,上川町/東川町,自然,高原・湿原・原野,沼ノ平,B,自然資源
北海道,北海道,上川町/新得町,自然,高原・湿原・原野,沼ノ原,B,自然資源
北海道,北海道,厚岸町/標茶町,自然,高原・湿原・原野,別寒辺牛湿原,B,自然資源
東北,青森,十和田市,自然,高原・湿原・原野,谷地湿原,B,自然資源
東北,岩手,八幡平市/鹿角市/他,自然,高原・湿原・原野,八幡平,A,自然資源
東北,岩手,久慈市,自然,高原・湿原・原野,平庭高原,B,自然資源
東北,岩手,岩泉町/盛岡市,自然,高原・湿原・原野,早坂高原,B,自然資源
東北,岩手,住田町/遠野市/他,自然,高原・湿原・原野,種山ヶ原,B,自然資源
東北,宮城,七ヶ宿町,自然,高原・湿原・原野,芝草平,B,自然資源
東北,福島,北塩原村,自然,高原・湿原・原野,雄国沼湿原,A,自然資源
東北,福島,南会津町,自然,高原・湿原・原野,田代山湿原,B,自然資源
北関東,栃木,日光市,自然,高原・湿原・原野,戦場ヶ原・小田代ヶ原,A,自然資源
北関東,栃木,日光市,自然,高原・湿原・原野,鬼怒沼湿原,A,自然資源
北関東,栃木,鹿沼市,自然,高原・湿原・原野,古峯ヶ原高原,B,自然資源
北関東,群馬,片品村,自然,高原・湿原・原野,アヤメ平,B,自然資源
南関東,神奈川,箱根町,自然,高原・湿原・原野,仙石原高原,B,自然資源
北陸,新潟,妙高市,自然,高原・湿原・原野,天狗の庭湿原,B,自然資源
北陸,新潟,妙高市,自然,高原・湿原・原野,高谷池湿原,B,自然資源
北陸,富山,富山市,自然,高原・湿原・原野,雲ノ平,A,自然資源
東海,長野,山ノ内町,自然,高原・湿原・原野,志賀高原,B,自然資源
東海,長野,松本市/上田市/他,自然,高原・湿原・原野,美ヶ原高原,B,自然資源
東海,長野,小谷村,自然,高原・湿原・原野,栂池高原,B,自然資源
東海,長野,松本市,自然,高原・湿原・原野,乗鞍高原,B,自然資源
東海,長野,諏訪市,自然,高原・湿原・原野,霧ヶ峰高原,B,自然資源
中国,岡山,真庭市,自然,高原・湿原・原野,蒜山高原,B,自然資源
九州,熊本,阿蘇市,自然,高原・湿原・原野,草千里,A,自然資源
九州,熊本,南小国町/産山村/他,自然,高原・湿原・原野,瀬ノ本高原,B,自然資源
九州,大分,九重町/竹田市,自然,高原・湿原・原野,久住高原・飯田高原,A,自然資源
九州,大分,竹田市,自然,高原・湿原・原野,坊がつる湿原,B,自然資源
九州,宮崎,えびの市,自然,植物,えびの高原のミヤマキリシマ,B,自然資源
九州,鹿児島,屋久町,自然,高原・湿原・原野,花之江河湿原,B,自然資源
北海道,北海道,弟子屈町,自然,湖沼,摩周湖,A,自然資源
北海道,北海道,弟子屈町,自然,湖沼,屈斜路湖,A,自然資源
北海道,北海道,千歳市,自然,湖沼,支笏湖,A,自然資源
北海道,北海道,洞爺湖町/壮瞥町,自然,湖沼,洞爺湖,A,自然資源
北海道,北海道,七飯町,自然,湖沼,大沼,A,自然資源
北海道,北海道,釧路市,自然,湖沼,阿寒湖沼群,A,自然資源
北海道,北海道,斜里町,自然,湖沼,知床五湖,A,自然資源
北海道,北海道,白老町,自然,湖沼,倶多楽湖,B,自然資源
北海道,北海道,羅臼町,自然,湖沼,羅臼湖,B,自然資源
北海道,北海道,千歳市,自然,湖沼,オコタンペ湖,B,自然資源
北海道,北海道,幌加内町,自然,湖沼,朱鞠内湖,B,自然資源
北海道,北海道,根室市/別海町,自然,湖沼,風蓮湖,B,自然資源
北海道,北海道,足寄町,自然,湖沼,オンネトウ湖,B,自然資源
北海道,北海道,佐呂間町/湧別町/他,自然,湖沼,サロマ湖,B,自然資源
北海道,北海道,浜頓別町,自然,湖沼,クッチャロ湖,B,自然資源
北海道,北海道,苫小牧市,自然,動物,ウトナイ湖の渡り鳥,B,自然資源
北海道,北海道,網走市/大空町,自然,湖沼,網走湖,B,自然資源
北海道,北海道,鹿追町/上士幌町,自然,湖沼,然別湖,B,自然資源
東北,青森,十和田市,自然,湖沼,蔦の七沼,B,自然資源
東北,青森,深浦町,自然,湖沼,十二湖,B,自然資源
東北,青森,むつ市,自然,湖沼,宇曽利山湖,B,自然資源
東北,青森,三沢市,自然,高原・湿原・原野,仏沼,B,自然資源
東北,青森,五所川原市,自然,湖沼,十三湖,B,自然資源
東北,岩手,盛岡市,自然,湖沼,岩洞湖,B,自然資源
東北,宮城,登米市/栗原市,自然,動物,伊豆沼・内沼・蕪栗沼・化女沼の渡り鳥,B,自然資源
東北,秋田,仙北市,自然,湖沼,田沢湖,B,自然資源
東北,福島,北塩原村,自然,湖沼,裏磐梯湖沼群,A,自然資源
東北,福島,郡山市/猪苗代町/他,自然,湖沼,猪苗代湖,B,自然資源
北関東,茨城,行方市/土浦市/他,自然,湖沼,霞ヶ浦,B,自然資源
北関東,栃木,日光市,自然,湖沼,中禅寺湖,A,自然資源
北関東,栃木,日光市,自然,湖沼,湯ノ湖,B,自然資源
北関東,栃木,栃木市/板倉町/他,自然,湖沼,渡良瀬遊水池,B,自然資源
北関東,群馬,みなかみ町,自然,湖沼,奥利根湖,B,自然資源
北関東,群馬,中之条町,自然,湖沼,野反湖,B,自然資源
北関東,群馬,高崎市,自然,湖沼,榛名湖,B,自然資源
北関東,群馬,前橋市,自然,湖沼,大沼・小沼,B,自然資源
北関東,群馬,片品村,自然,湖沼,菅沼,B,自然資源
北関東,群馬,片品村/檜枝岐村,自然,湖沼,尾瀬沼,B,自然資源
南関東,千葉,柏市/我孫子市/他,自然,湖沼,手賀沼,B,自然資源
南関東,神奈川,箱根町,自然,湖沼,芦ノ湖,A,自然資源
南関東,神奈川,清川村/相模原市/他,自然,湖沼,宮ヶ瀬湖,B,自然資源
北陸,新潟,佐渡市,自然,湖沼,加茂湖,B,自然資源
北陸,新潟,新潟市,自然,湖沼,福島潟,B,自然資源
北陸,新潟,新潟市,自然,湖沼,佐潟,B,自然資源
北陸,富山,立山町/富山市,自然,湖沼,黒部湖,B,自然資源
北陸,石川,加賀市,人文,郷土景観,片野鴨池の坂網猟,B,歴史資源
北陸,福井,美浜町/若狭町,自然,湖沼,三方五湖,A,自然資源
北陸,福井,敦賀市,自然,湖沼,中池見湿地,B,自然資源
東海,山梨,富士河口湖町/山中湖村/他,自然,湖沼,富士五湖,A,自然資源
東海,長野,松本市,自然,湖沼,大正池,B,自然資源
東海,長野,大町市,自然,湖沼,仁科三湖,B,自然資源
東海,長野,諏訪市/下諏訪町/他,自然,湖沼,諏訪湖,B,自然資源
東海,長野,信濃町,自然,湖沼,野尻湖,B,自然資源
東海,長野,佐久穂町/小海町,自然,湖沼,白駒池,B,自然資源
東海,静岡,浜松市/湖西市,自然,湖沼,浜名湖,B,自然資源
北関西,滋賀,高島市/長浜市/他,自然,湖沼,琵琶湖,A,自然資源
北関西,滋賀,長浜市,自然,湖沼,余呉湖,B,自然資源
九州,鹿児島,指宿市,自然,湖沼,池田湖,B,自然資源
九州,鹿児島,薩摩川内市,自然,湖沼,藺牟田池,B,自然資源
北海道,北海道,上川町,自然,河川・峡谷,層雲峡,A,自然資源
北海道,北海道,音威子府村/天塩町/他,自然,河川・峡谷,天塩川,A,自然資源
北海道,北海道,滝川市/石狩市/他,自然,河川・峡谷,石狩川,A,自然資源
北海道,北海道,東川町,自然,河川・峡谷,天人峡,B,自然資源
東北,青森,十和田市,自然,河川・峡谷,奥入瀬渓流,S,自然資源
東北,青森,むつ市,自然,河川・峡谷,薬研渓流,B,自然資源
東北,青森,青森市,自然,河川・峡谷,城ヶ倉渓流,B,自然資源
東北,岩手,滝沢市/盛岡市/他,自然,河川・峡谷,北上川,A,自然資源
東北,岩手,一関市,自然,河川・峡谷,猊鼻渓,B,自然資源
東北,岩手,久慈市,自然,河川・峡谷,久慈渓流,B,自然資源
東北,宮城,大崎市,自然,河川・峡谷,鳴子峡,A,自然資源
東北,宮城,蔵王町,自然,河川・峡谷,澄川渓谷,B,自然資源
東北,宮城,登米市/石巻市/他,自然,河川・峡谷,北上川（下流）,B,自然資源
東北,秋田,横手市/大仙市/他,自然,河川・峡谷,雄物川,B,自然資源
東北,山形,長井市/戸沢村/他,自然,河川・峡谷,最上川,A,自然資源
東北,福島,只見町/柳津町/他,自然,河川・峡谷,只見川,B,自然資源
北関東,茨城,水戸市/ひたちなか市/大洗町/他,自然,河川・峡谷,那珂川,B,自然資源
北関東,栃木,日光市,自然,河川・峡谷,龍王峡,B,自然資源
北関東,群馬,みなかみ町,自然,河川・峡谷,照葉峡,B,自然資源
北関東,群馬,東吾妻町/長野原町,自然,河川・峡谷,吾妻峡,B,自然資源
南関東,埼玉,秩父市,自然,河川・峡谷,中津峡,B,自然資源
南関東,埼玉,長瀞町/寄居町,自然,河川・峡谷,長瀞峡,B,自然資源
南関東,千葉,河内町/香取市/他,自然,河川・峡谷,利根川（下流）,B,自然資源
北陸,新潟,西会津町/阿賀町/他,自然,河川・峡谷,阿賀野川,A,自然資源
北陸,新潟,白馬村/小谷村/糸魚川市,自然,河川・峡谷,姫川,B,自然資源
北陸,新潟,十日町市,自然,河川・峡谷,清津峡,B,自然資源
北陸,新潟,関川村,自然,河川・峡谷,荒川峡,B,自然資源
北陸,新潟,小千谷市/十日町市/燕市/新潟市/他,自然,河川・峡谷,信濃川,B,自然資源
北陸,富山,黒部市,自然,河川・峡谷,黒部峡谷,S,自然資源
北陸,富山,立山町,自然,岩石・洞窟,悪城の壁,B,自然資源
北陸,富山,砺波市,自然,河川・峡谷,庄川峡,B,自然資源
北陸,富山,富山市,自然,河川・峡谷,神通峡,B,自然資源
北陸,富山,富山市/立山町,自然,河川・峡谷,常願寺川,B,自然資源
北陸,石川,白山市,自然,河川・峡谷,手取峡谷,B,自然資源
東海,山梨,山梨市,自然,河川・峡谷,西沢渓谷,A,自然資源
東海,山梨,甲府市,自然,河川・峡谷,昇仙峡,A,自然資源
東海,山梨,南アルプス市,自然,河川・峡谷,白鳳渓谷,B,自然資源
東海,長野,飯山市/小諸市/他,自然,河川・峡谷,千曲川（飯山周辺）,B,自然資源
東海,長野,小諸市,自然,河川・峡谷,千曲川（小諸周辺）,B,自然資源
東海,長野,上松町,自然,河川・峡谷,寝覚の床,B,自然資源
東海,長野,飯田市/天龍村/他,自然,河川・峡谷,天竜川（上流部）,B,自然資源
東海,長野,松本市,自然,河川・峡谷,梓川(沢渡周辺）,B,自然資源
東海,長野,松本市,自然,河川・峡谷,梓川（上高地）,B,自然資源
北陸,岐阜,郡上市/岐阜市/他,自然,河川・峡谷,長良川（上流部）,B,自然資源
東海,静岡,川根本町,自然,河川・峡谷,寸又峡,B,自然資源
東海,静岡,静岡市/川根本町/他,自然,河川・峡谷,大井川,B,自然資源
南関西,三重,大台町,自然,河川・峡谷,大杉谷,A,自然資源
北関西,京都,亀岡市/京都市,自然,河川・峡谷,保津川,B,自然資源
北関西,京都,京都市,自然,河川・峡谷,鴨川,B,自然資源
南関西,和歌山,新宮市/熊野市/他,自然,河川・峡谷,瀞峡,A,自然資源
南関西,和歌山,橋本市/紀の川市/他,自然,河川・峡谷,紀の川,B,自然資源
中国,島根,邑南町,自然,河川・峡谷,断魚渓,B,自然資源
中国,島根,邑南町/江津市,自然,河川・峡谷,千丈渓,B,自然資源
中国,島根,出雲市,自然,河川・峡谷,立久恵峡,B,自然資源
中国,島根,益田市,自然,河川・峡谷,裏匹見峡,B,自然資源
中国,広島,安芸太田町,自然,河川・峡谷,三段峡,A,自然資源
中国,広島,庄原市/神石高原町,自然,河川・峡谷,帝釈峡,B,自然資源
中国,広島,北広島町/三次市/他,自然,河川・峡谷,江の川,B,自然資源
中国,山口,岩国市,自然,河川・峡谷,寂地峡,B,自然資源
中国,山口,山口市/萩市,自然,河川・峡谷,長門峡,B,自然資源
中国,山口,下関市,自然,河川・峡谷,石柱渓,B,自然資源
四国,徳島,三好市,自然,河川・峡谷,祖谷渓,B,自然資源
四国,徳島,三好市/吉野川市/他,自然,河川・峡谷,吉野川,B,自然資源
四国,徳島,三好市,自然,河川・峡谷,大歩危小歩危,B,自然資源
四国,愛媛,西条市,自然,河川・峡谷,高瀑渓,B,自然資源
四国,愛媛,宇和島市/松野町,自然,河川・峡谷,滑床渓谷,B,自然資源
四国,愛媛,久万高原町,自然,河川・峡谷,面河渓,B,自然資源
四国,高知,四万十市/四万十町/他,自然,河川・峡谷,四万十川,A,自然資源
九州,熊本,阿蘇市/菊池市,自然,河川・峡谷,菊池渓谷,A,自然資源
九州,熊本,人吉市,自然,河川・峡谷,球磨川（人吉付近）,B,自然資源
九州,熊本,八代市,自然,河川・峡谷,五木・五家荘渓谷,B,自然資源
九州,大分,中津市,自然,河川・峡谷,耶馬渓,A,自然資源
九州,宮崎,高千穂町,自然,河川・峡谷,高千穂峡,A,自然資源
九州,沖縄,竹富町,自然,河川・峡谷,浦内川,A,自然資源
九州,沖縄,竹富町,自然,河川・峡谷,仲間川,B,自然資源
北海道,北海道,斜里町,自然,滝,オシンコシンの滝,B,自然資源
北海道,北海道,斜里町,自然,滝,カムイワッカの滝,B,自然資源
東北,青森,十和田市,自然,滝,松見の滝,B,自然資源
東北,青森,西目屋村,自然,滝,暗門の滝,B,自然資源
東北,宮城,仙台市,自然,滝,秋保大滝,B,自然資源
東北,秋田,にかほ市,自然,滝,奈曽の白滝,B,自然資源
東北,秋田,由利本荘市,自然,滝,法体の滝,B,自然資源
東北,福島,檜枝岐村,自然,滝,平滑の滝,B,自然資源
北関東,茨城,大子町,自然,滝,袋田の滝,A,自然資源
北関東,栃木,日光市,自然,滝,華厳滝,A,自然資源
北関東,栃木,日光市,自然,滝,竜頭滝,B,自然資源
北関東,栃木,日光市,自然,滝,霧降ノ滝,B,自然資源
北関東,栃木,日光市,自然,滝,湯滝,B,自然資源
北関東,群馬,沼田市,自然,滝,吹割の滝,B,自然資源
北陸,富山,立山町,自然,滝,称名滝,A,自然資源
東海,長野,南木曽町,自然,滝,田立ノ滝,B,自然資源
東海,長野,須坂市,自然,滝,米子滝（不動滝・権現滝）,B,自然資源
東海,長野,軽井沢町,自然,滝,白糸の滝,B,自然資源
東海,静岡,富士宮市,自然,滝,白糸の滝,B,自然資源
南関西,三重,名張市,自然,滝,赤目四十八滝,B,自然資源
中国,兵庫,養父市,自然,河川・峡谷,天滝渓谷,B,自然資源
南関西,和歌山,那智勝浦町,自然,滝,那智滝,A,自然資源
中国,岡山,真庭市,自然,滝,神庭の滝,B,自然資源
九州,佐賀,小城市,自然,滝,清水の滝,B,自然資源
九州,大分,玖珠町,自然,滝,西椎屋の滝,B,自然資源
九州,宮崎,都農町,自然,滝,尾鈴山瀑布群,B,自然資源
九州,宮崎,延岡市,自然,滝,行縢の滝,B,自然資源
九州,鹿児島,伊佐市,自然,滝,曽木の滝,B,自然資源
北海道,北海道,斜里町/羅臼町,自然,海岸・岬,知床半島の海岸,A,自然資源
北海道,北海道,網走市,自然,海岸・岬,能取岬,B,自然資源
北海道,北海道,稚内市,自然,海岸・岬,宗谷岬,B,自然資源
北海道,北海道,稚内市,自然,海岸・岬,ノシャップ岬,B,自然資源
北海道,北海道,根室市,自然,海岸・岬,納沙布岬,B,自然資源
北海道,北海道,神恵内村/積丹町/他,自然,海岸・岬,積丹半島の海岸,B,自然資源
北海道,北海道,小清水町,自然,植物,小清水原生花園,B,自然資源
北海道,北海道,えりも町,自然,海岸・岬,襟裳岬,B,自然資源
北海道,北海道,標津町/別海町,自然,海岸・岬,野付半島,B,自然資源
東北,青森,佐井村,自然,海岸・岬,仏ヶ浦,A,自然資源
東北,青森,八戸市,自然,海岸・岬,種差海岸,B,自然資源
東北,青森,外ヶ浜町,自然,海岸・岬,竜飛崎,B,自然資源
東北,青森,中泊町,自然,海岸・岬,権現崎,B,自然資源
東北,青森,東通村,自然,海岸・岬,尻屋崎,B,自然資源
東北,岩手,田野畑村,自然,海岸・岬,北山崎,S,自然資源
東北,岩手,宮古市,自然,海岸・岬,浄土ヶ浜,A,自然資源
東北,岩手,大船渡市,自然,海岸・岬,碁石海岸・碁石岬,B,自然資源
東北,岩手,田野畑村,自然,海岸・岬,鵜ノ巣断崖,B,自然資源
東北,岩手,普代村,自然,海岸・岬,黒崎,B,自然資源
東北,宮城,松島町/利府町,自然,海岸・岬,松島,A,自然資源
東北,宮城,気仙沼市,自然,海岸・岬,巨釜半造,B,自然資源
東北,秋田,男鹿市,自然,海岸・岬,男鹿西海岸,B,自然資源
北関東,茨城,北茨城市,自然,海岸・岬,五浦海岸,B,自然資源
南関東,千葉,銚子市,自然,海岸・岬,犬吠崎,B,自然資源
南関東,千葉,九十九里町/一宮町/他,自然,海岸・岬,九十九里浜,B,自然資源
南関東,千葉,習志野市,自然,湖沼,谷津干潟,B,自然資源
東京,東京,小笠原村,自然,海岸・岬,南島,A,自然資源
東京,東京,新島村,自然,海岸・岬,羽伏浦海岸,B,自然資源
東京,東京,三宅村,自然,海岸・岬,サタドー岬,B,自然資源
東京,東京,小笠原村,自然,海岸・岬,長崎・兄島瀬戸,B,自然資源
